eeid,project_id,skill_match,tenure_score,availability_score,weighted_score,outcome_label
E02872,PRJ-014,0.0,1.0,0.5,0.4,1
E02872,PRJ-011,0.3333,1.0,0.5,0.5667,0
E02872,PRJ-009,0.0,1.0,0.5,0.4,1
E02872,PRJ-004,0.0,1.0,0.5,0.4,1
E02331,PRJ-014,0.3333,1.0,0.5,0.5667,1
E02331,PRJ-017,0.0,1.0,0.5,0.4,0
E02331,PRJ-006,0.0,1.0,0.5,0.4,1
E02331,PRJ-011,0.0,1.0,0.5,0.4,0
E00417,PRJ-007,0.0,1.0,1.0,0.5,1
E00417,PRJ-017,0.0,1.0,1.0,0.5,0
E00417,PRJ-012,0.0,1.0,1.0,0.5,1
E00417,PRJ-004,0.0,1.0,1.0,0.5,1
E04267,PRJ-015,0.0,0.7,0.5,0.31,0
E04267,PRJ-007,0.0,0.7,0.5,0.31,0
E04267,PRJ-006,0.0,0.7,0.5,0.31,0
E04267,PRJ-013,0.0,0.7,0.5,0.31,1
E03061,PRJ-003,0.0,1.0,0.0,0.3,0
E03061,PRJ-014,0.0,1.0,0.0,0.3,0
E03061,PRJ-019,0.0,1.0,0.0,0.3,0
E03061,PRJ-012,0.0,1.0,0.0,0.3,0
E00013,PRJ-015,0.0,0.7,0.0,0.21,0
E00013,PRJ-007,0.25,0.7,0.0,0.335,1
E00013,PRJ-006,0.0,0.7,0.0,0.21,0
E00013,PRJ-005,0.0,0.7,0.0,0.21,0
E04265,PRJ-014,0.0,1.0,0.0,0.3,0
E04265,PRJ-015,0.0,1.0,0.0,0.3,0
E04265,PRJ-010,0.0,1.0,0.0,0.3,0
E04265,PRJ-005,0.0,1.0,0.0,0.3,0
E04769,PRJ-016,0.0,1.0,0.5,0.4,0
E04769,PRJ-001,0.0,1.0,0.5,0.4,1
E04769,PRJ-009,0.0,1.0,0.5,0.4,0
E04769,PRJ-012,0.0,1.0,0.5,0.4,0
E03042,PRJ-013,0.0,1.0,0.0,0.3,0
E03042,PRJ-002,0.0,1.0,0.0,0.3,0
E03042,PRJ-003,0.25,1.0,0.0,0.425,0
E03042,PRJ-011,0.0,1.0,0.0,0.3,0
E00527,PRJ-009,0.0,0.6,0.5,0.28,0
E00527,PRJ-004,0.0,0.6,0.5,0.28,1
E00527,PRJ-005,0.0,0.6,0.5,0.28,0
E00527,PRJ-008,0.0,0.6,0.5,0.28,0
E01095,PRJ-003,0.0,1.0,1.0,0.5,1
E01095,PRJ-018,0.0,1.0,1.0,0.5,0
E01095,PRJ-010,0.0,1.0,1.0,0.5,1
E01095,PRJ-007,0.0,1.0,1.0,0.5,1
E03131,PRJ-005,0.25,1.0,0.0,0.425,0
E03131,PRJ-016,0.0,1.0,0.0,0.3,1
E03131,PRJ-019,0.0,1.0,0.0,0.3,0
E03131,PRJ-002,0.25,1.0,0.0,0.425,1
E01713,PRJ-011,0.0,1.0,1.0,0.5,1
E01713,PRJ-015,0.0,1.0,1.0,0.5,0
E01713,PRJ-016,0.25,1.0,1.0,0.625,1
E01713,PRJ-010,0.0,1.0,1.0,0.5,1
E00128,PRJ-020,0.0,0.8,1.0,0.44,0
E00128,PRJ-002,0.25,0.8,1.0,0.565,1
E00128,PRJ-011,0.0,0.8,1.0,0.44,1
E00128,PRJ-004,0.0,0.8,1.0,0.44,0
E03849,PRJ-012,0.25,0.5,1.0,0.475,0
E03849,PRJ-011,0.3333,0.5,1.0,0.5167,1
E03849,PRJ-016,0.0,0.5,1.0,0.35,1
E03849,PRJ-017,0.0,0.5,1.0,0.35,1
E02464,PRJ-016,0.0,0.9,1.0,0.47,1
E02464,PRJ-013,0.0,0.9,1.0,0.47,1
E02464,PRJ-011,0.0,0.9,1.0,0.47,1
E02464,PRJ-017,0.0,0.9,1.0,0.47,0
E00306,PRJ-005,0.0,1.0,0.5,0.4,0
E00306,PRJ-019,0.6667,1.0,0.5,0.7333,1
E00306,PRJ-003,0.5,1.0,0.5,0.65,1
E00306,PRJ-002,0.25,1.0,0.5,0.525,0
E03737,PRJ-016,0.0,1.0,0.5,0.4,0
E03737,PRJ-002,0.0,1.0,0.5,0.4,0
E03737,PRJ-017,0.0,1.0,0.5,0.4,0
E03737,PRJ-013,0.0,1.0,0.5,0.4,0
E02783,PRJ-006,0.0,1.0,1.0,0.5,0
E02783,PRJ-004,0.0,1.0,1.0,0.5,1
E02783,PRJ-020,0.0,1.0,1.0,0.5,1
E02783,PRJ-002,0.0,1.0,1.0,0.5,0
E02939,PRJ-010,0.0,1.0,1.0,0.5,0
E02939,PRJ-006,0.25,1.0,1.0,0.625,0
E02939,PRJ-014,0.3333,1.0,1.0,0.6667,1
E02939,PRJ-002,0.0,1.0,1.0,0.5,1
E02706,PRJ-014,0.3333,0.5,0.5,0.4167,1
E02706,PRJ-019,0.0,0.5,0.5,0.25,0
E02706,PRJ-013,0.0,0.5,0.5,0.25,0
E02706,PRJ-015,0.0,0.5,0.5,0.25,0
E00170,PRJ-003,0.25,0.7,0.5,0.435,1
E00170,PRJ-016,0.0,0.7,0.5,0.31,0
E00170,PRJ-007,0.5,0.7,0.5,0.56,1
E00170,PRJ-005,0.0,0.7,0.5,0.31,1
E01425,PRJ-016,0.0,1.0,0.5,0.4,0
E01425,PRJ-001,0.0,1.0,0.5,0.4,1
E01425,PRJ-009,0.25,1.0,0.5,0.525,1
E01425,PRJ-008,0.0,1.0,0.5,0.4,0
E00130,PRJ-010,0.3333,0.9,0.5,0.5367,0
E00130,PRJ-018,0.0,0.9,0.5,0.37,1
E00130,PRJ-016,0.25,0.9,0.5,0.495,0
E00130,PRJ-015,0.0,0.9,0.5,0.37,0
E02094,PRJ-020,0.0,1.0,0.5,0.4,0
E02094,PRJ-003,0.5,1.0,0.5,0.65,1
E02094,PRJ-013,0.0,1.0,0.5,0.4,0
E02094,PRJ-010,0.0,1.0,0.5,0.4,0
E03567,PRJ-016,0.0,1.0,0.0,0.3,0
E03567,PRJ-006,0.0,1.0,0.0,0.3,1
E03567,PRJ-005,0.0,1.0,0.0,0.3,0
E03567,PRJ-004,0.0,1.0,0.0,0.3,0
E04682,PRJ-019,0.0,1.0,0.5,0.4,1
E04682,PRJ-011,0.0,1.0,0.5,0.4,0
E04682,PRJ-010,0.0,1.0,0.5,0.4,0
E04682,PRJ-009,0.25,1.0,0.5,0.525,0
E00957,PRJ-020,0.0,1.0,1.0,0.5,0
E00957,PRJ-010,0.0,1.0,1.0,0.5,0
E00957,PRJ-014,0.0,1.0,1.0,0.5,1
E00957,PRJ-008,0.3333,1.0,1.0,0.6667,1
E04458,PRJ-014,0.3333,0.5,1.0,0.5167,0
E04458,PRJ-006,0.0,0.5,1.0,0.35,0
E04458,PRJ-002,0.0,0.5,1.0,0.35,0
E04458,PRJ-010,0.0,0.5,1.0,0.35,0
E01499,PRJ-016,0.25,1.0,0.5,0.525,0
E01499,PRJ-012,0.5,1.0,0.5,0.65,0
E01499,PRJ-018,0.5,1.0,0.5,0.65,1
E01499,PRJ-003,0.5,1.0,0.5,0.65,1
E00521,PRJ-013,0.0,1.0,0.0,0.3,0
E00521,PRJ-015,0.0,1.0,0.0,0.3,0
E00521,PRJ-007,0.25,1.0,0.0,0.425,1
E00521,PRJ-009,0.0,1.0,0.0,0.3,0
E03717,PRJ-017,0.0,1.0,0.0,0.3,0
E03717,PRJ-009,0.25,1.0,0.0,0.425,1
E03717,PRJ-020,0.0,1.0,0.0,0.3,1
E03717,PRJ-011,0.3333,1.0,0.0,0.4667,1
E01533,PRJ-013,0.0,1.0,0.0,0.3,1
E01533,PRJ-017,0.0,1.0,0.0,0.3,1
E01533,PRJ-005,0.0,1.0,0.0,0.3,0
E01533,PRJ-008,0.3333,1.0,0.0,0.4667,0
E04449,PRJ-012,0.0,1.0,0.0,0.3,0
E04449,PRJ-009,0.0,1.0,0.0,0.3,0
E04449,PRJ-017,0.0,1.0,0.0,0.3,0
E04449,PRJ-001,0.0,1.0,0.0,0.3,0
E02855,PRJ-004,0.0,1.0,0.5,0.4,0
E02855,PRJ-015,0.0,1.0,0.5,0.4,0
E02855,PRJ-005,0.0,1.0,0.5,0.4,1
E02855,PRJ-009,0.0,1.0,0.5,0.4,0
E00816,PRJ-016,0.0,0.5,0.0,0.15,0
E00816,PRJ-003,0.75,0.5,0.0,0.525,1
E00816,PRJ-013,0.0,0.5,0.0,0.15,0
E00816,PRJ-004,0.0,0.5,0.0,0.15,1
E02283,PRJ-006,0.0,0.6,1.0,0.38,0
E02283,PRJ-012,0.0,0.6,1.0,0.38,1
E02283,PRJ-008,0.0,0.6,1.0,0.38,0
E02283,PRJ-018,0.5,0.6,1.0,0.63,1
E04888,PRJ-017,0.0,1.0,0.5,0.4,0
E04888,PRJ-016,0.0,1.0,0.5,0.4,0
E04888,PRJ-002,0.0,1.0,0.5,0.4,0
E04888,PRJ-004,0.0,1.0,0.5,0.4,1
E03907,PRJ-011,0.3333,0.8,0.5,0.5067,1
E03907,PRJ-012,0.0,0.8,0.5,0.34,1
E03907,PRJ-009,0.0,0.8,0.5,0.34,1
E03907,PRJ-013,0.0,0.8,0.5,0.34,0
E02166,PRJ-007,0.0,1.0,1.0,0.5,1
E02166,PRJ-002,0.0,1.0,1.0,0.5,0
E02166,PRJ-006,0.0,1.0,1.0,0.5,0
E02166,PRJ-008,0.6667,1.0,1.0,0.8333,1
E00431,PRJ-001,0.0,1.0,1.0,0.5,1
E00431,PRJ-003,0.5,1.0,1.0,0.75,1
E00431,PRJ-015,0.0,1.0,1.0,0.5,1
E00431,PRJ-011,0.0,1.0,1.0,0.5,1
E01501,PRJ-005,0.0,0.9,0.0,0.27,1
E01501,PRJ-015,0.0,0.9,0.0,0.27,0
E01501,PRJ-020,0.0,0.9,0.0,0.27,0
E01501,PRJ-009,0.0,0.9,0.0,0.27,1
E01141,PRJ-015,0.0,0.5,1.0,0.35,0
E01141,PRJ-016,0.0,0.5,1.0,0.35,0
E01141,PRJ-004,0.0,0.5,1.0,0.35,1
E01141,PRJ-005,0.0,0.5,1.0,0.35,1
E02254,PRJ-007,0.0,0.9,0.5,0.37,1
E02254,PRJ-012,0.0,0.9,0.5,0.37,1
E02254,PRJ-014,0.0,0.9,0.5,0.37,0
E02254,PRJ-009,0.0,0.9,0.5,0.37,1
E04504,PRJ-001,0.0,1.0,1.0,0.5,0
E04504,PRJ-015,0.0,1.0,1.0,0.5,0
E04504,PRJ-017,0.0,1.0,1.0,0.5,1
E04504,PRJ-011,0.0,1.0,1.0,0.5,1
E03394,PRJ-009,0.0,1.0,1.0,0.5,1
E03394,PRJ-019,0.0,1.0,1.0,0.5,1
E03394,PRJ-006,0.0,1.0,1.0,0.5,0
E03394,PRJ-005,0.0,1.0,1.0,0.5,0
E02942,PRJ-009,0.25,0.8,1.0,0.565,0
E02942,PRJ-006,0.25,0.8,1.0,0.565,0
E02942,PRJ-007,0.5,0.8,1.0,0.69,0
E02942,PRJ-005,0.25,0.8,1.0,0.565,1
E04130,PRJ-002,0.25,0.5,0.0,0.275,0
E04130,PRJ-017,0.0,0.5,0.0,0.15,1
E04130,PRJ-012,0.0,0.5,0.0,0.15,0
E04130,PRJ-011,0.6667,0.5,0.0,0.4833,0
E02848,PRJ-008,0.3333,1.0,1.0,0.6667,1
E02848,PRJ-006,0.25,1.0,1.0,0.625,1
E02848,PRJ-012,0.0,1.0,1.0,0.5,0
E02848,PRJ-002,0.0,1.0,1.0,0.5,1
E00085,PRJ-008,0.3333,1.0,1.0,0.6667,0
E00085,PRJ-011,0.0,1.0,1.0,0.5,1
E00085,PRJ-013,0.3333,1.0,1.0,0.6667,1
E00085,PRJ-002,0.0,1.0,1.0,0.5,1
E03956,PRJ-003,0.0,1.0,0.5,0.4,0
E03956,PRJ-008,0.3333,1.0,0.5,0.5667,1
E03956,PRJ-006,0.0,1.0,0.5,0.4,1
E03956,PRJ-018,0.25,1.0,0.5,0.525,1
E00672,PRJ-020,0.3333,1.0,0.5,0.5667,1
E00672,PRJ-019,0.3333,1.0,0.5,0.5667,1
E00672,PRJ-015,0.0,1.0,0.5,0.4,0
E00672,PRJ-017,0.0,1.0,0.5,0.4,0
E04618,PRJ-009,0.0,0.5,0.0,0.15,0
E04618,PRJ-004,0.0,0.5,0.0,0.15,0
E04618,PRJ-019,0.0,0.5,0.0,0.15,0
E04618,PRJ-018,0.25,0.5,0.0,0.275,1
E03506,PRJ-001,0.0,1.0,1.0,0.5,1
E03506,PRJ-013,0.3333,1.0,1.0,0.6667,1
E03506,PRJ-014,0.0,1.0,1.0,0.5,0
E03506,PRJ-017,0.0,1.0,1.0,0.5,0
E00568,PRJ-019,0.0,0.8,1.0,0.44,0
E00568,PRJ-011,0.0,0.8,1.0,0.44,1
E00568,PRJ-013,0.0,0.8,1.0,0.44,1
E00568,PRJ-002,0.0,0.8,1.0,0.44,1
E00535,PRJ-006,0.0,1.0,1.0,0.5,1
E00535,PRJ-003,0.0,1.0,1.0,0.5,1
E00535,PRJ-011,0.0,1.0,1.0,0.5,0
E00535,PRJ-014,0.0,1.0,1.0,0.5,1
E04630,PRJ-002,0.0,1.0,1.0,0.5,1
E04630,PRJ-020,0.0,1.0,1.0,0.5,1
E04630,PRJ-009,0.0,1.0,1.0,0.5,1
E04630,PRJ-018,0.0,1.0,1.0,0.5,1
E00874,PRJ-004,0.0,1.0,0.0,0.3,0
E00874,PRJ-010,0.3333,1.0,0.0,0.4667,1
E00874,PRJ-012,0.0,1.0,0.0,0.3,0
E00874,PRJ-006,0.0,1.0,0.0,0.3,1
E01546,PRJ-004,0.0,1.0,0.0,0.3,1
E01546,PRJ-017,0.0,1.0,0.0,0.3,0
E01546,PRJ-005,0.0,1.0,0.0,0.3,0
E01546,PRJ-010,0.0,1.0,0.0,0.3,0
E00941,PRJ-008,0.3333,1.0,0.0,0.4667,0
E00941,PRJ-013,0.0,1.0,0.0,0.3,0
E00941,PRJ-007,0.25,1.0,0.0,0.425,1
E00941,PRJ-012,0.0,1.0,0.0,0.3,0
E03446,PRJ-013,0.6667,0.6,1.0,0.7133,0
E03446,PRJ-019,0.3333,0.6,1.0,0.5467,1
E03446,PRJ-020,0.0,0.6,1.0,0.38,0
E03446,PRJ-001,0.0,0.6,1.0,0.38,1
E01361,PRJ-002,0.0,1.0,0.5,0.4,0
E01361,PRJ-001,0.0,1.0,0.5,0.4,0
E01361,PRJ-006,0.0,1.0,0.5,0.4,0
E01361,PRJ-003,0.5,1.0,0.5,0.65,1
E01631,PRJ-005,0.0,0.9,0.5,0.37,0
E01631,PRJ-014,0.0,0.9,0.5,0.37,1
E01631,PRJ-011,0.0,0.9,0.5,0.37,0
E01631,PRJ-012,0.25,0.9,0.5,0.495,0
E03719,PRJ-016,0.0,1.0,0.0,0.3,0
E03719,PRJ-009,0.0,1.0,0.0,0.3,0
E03719,PRJ-005,0.0,1.0,0.0,0.3,0
E03719,PRJ-014,0.0,1.0,0.0,0.3,0
E03269,PRJ-009,0.0,1.0,1.0,0.5,1
E03269,PRJ-004,0.0,1.0,1.0,0.5,1
E03269,PRJ-013,0.0,1.0,1.0,0.5,0
E03269,PRJ-015,0.0,1.0,1.0,0.5,1
E01037,PRJ-016,0.0,0.6,1.0,0.38,1
E01037,PRJ-013,0.0,0.6,1.0,0.38,0
E01037,PRJ-015,0.0,0.6,1.0,0.38,0
E01037,PRJ-010,0.0,0.6,1.0,0.38,1
E00671,PRJ-020,0.0,1.0,0.5,0.4,0
E00671,PRJ-008,0.6667,1.0,0.5,0.7333,1
E00671,PRJ-011,0.0,1.0,0.5,0.4,1
E00671,PRJ-007,0.25,1.0,0.5,0.525,1
E02216,PRJ-010,0.3333,0.7,1.0,0.5767,1
E02216,PRJ-018,0.5,0.7,1.0,0.66,0
E02216,PRJ-014,0.6667,0.7,1.0,0.7433,1
E02216,PRJ-017,0.0,0.7,1.0,0.41,1
E02803,PRJ-003,0.0,1.0,1.0,0.5,0
E02803,PRJ-017,0.0,1.0,1.0,0.5,0
E02803,PRJ-008,0.3333,1.0,1.0,0.6667,1
E02803,PRJ-004,0.0,1.0,1.0,0.5,1
E01584,PRJ-020,0.0,0.7,0.0,0.21,0
E01584,PRJ-019,0.0,0.7,0.0,0.21,0
E01584,PRJ-011,0.0,0.7,0.0,0.21,1
E01584,PRJ-017,0.0,0.7,0.0,0.21,0
E02489,PRJ-010,0.3333,0.9,0.5,0.5367,0
E02489,PRJ-011,0.0,0.9,0.5,0.37,1
E02489,PRJ-017,0.0,0.9,0.5,0.37,1
E02489,PRJ-014,0.0,0.9,0.5,0.37,0
E03189,PRJ-004,0.0,1.0,1.0,0.5,0
E03189,PRJ-012,0.0,1.0,1.0,0.5,0
E03189,PRJ-002,0.0,1.0,1.0,0.5,1
E03189,PRJ-014,0.3333,1.0,1.0,0.6667,1
E03560,PRJ-001,0.0,1.0,0.0,0.3,0
E03560,PRJ-007,0.0,1.0,0.0,0.3,0
E03560,PRJ-006,0.0,1.0,0.0,0.3,1
E03560,PRJ-016,0.25,1.0,0.0,0.425,0
E00769,PRJ-005,0.0,1.0,0.5,0.4,1
E00769,PRJ-006,0.25,1.0,0.5,0.525,1
E00769,PRJ-017,0.0,1.0,0.5,0.4,0
E00769,PRJ-018,0.5,1.0,0.5,0.65,1
E02791,PRJ-001,0.0,1.0,0.5,0.4,1
E02791,PRJ-019,0.0,1.0,0.5,0.4,0
E02791,PRJ-011,0.0,1.0,0.5,0.4,1
E02791,PRJ-005,0.0,1.0,0.5,0.4,1
E02333,PRJ-015,0.0,1.0,0.0,0.3,0
E02333,PRJ-013,0.0,1.0,0.0,0.3,1
E02333,PRJ-001,0.0,1.0,0.0,0.3,1
E02333,PRJ-002,0.0,1.0,0.0,0.3,1
E01002,PRJ-019,0.0,0.5,0.0,0.15,1
E01002,PRJ-006,0.0,0.5,0.0,0.15,0
E01002,PRJ-011,0.0,0.5,0.0,0.15,0
E01002,PRJ-001,0.0,0.5,0.0,0.15,0
E03520,PRJ-013,0.6667,0.8,1.0,0.7733,1
E03520,PRJ-019,0.0,0.8,1.0,0.44,0
E03520,PRJ-008,0.3333,0.8,1.0,0.6067,1
E03520,PRJ-014,0.0,0.8,1.0,0.44,1
E00752,PRJ-010,0.0,1.0,0.0,0.3,1
E00752,PRJ-013,0.0,1.0,0.0,0.3,1
E00752,PRJ-018,0.0,1.0,0.0,0.3,0
E00752,PRJ-012,0.0,1.0,0.0,0.3,0
E00233,PRJ-008,0.0,0.7,0.0,0.21,1
E00233,PRJ-013,0.0,0.7,0.0,0.21,0
E00233,PRJ-007,0.0,0.7,0.0,0.21,0
E00233,PRJ-015,0.0,0.7,0.0,0.21,1
E02639,PRJ-009,0.0,1.0,1.0,0.5,0
E02639,PRJ-018,0.25,1.0,1.0,0.625,1
E02639,PRJ-005,0.0,1.0,1.0,0.5,0
E02639,PRJ-015,0.0,1.0,1.0,0.5,1
E00697,PRJ-010,0.0,0.9,1.0,0.47,1
E00697,PRJ-016,0.0,0.9,1.0,0.47,0
E00697,PRJ-017,0.0,0.9,1.0,0.47,0
E00697,PRJ-007,0.0,0.9,1.0,0.47,1
E02183,PRJ-008,0.6667,1.0,1.0,0.8333,1
E02183,PRJ-013,0.0,1.0,1.0,0.5,1
E02183,PRJ-017,0.0,1.0,1.0,0.5,0
E02183,PRJ-007,0.0,1.0,1.0,0.5,1
E00715,PRJ-019,0.3333,1.0,0.5,0.5667,1
E00715,PRJ-005,0.0,1.0,0.5,0.4,0
E00715,PRJ-010,0.0,1.0,0.5,0.4,1
E00715,PRJ-001,0.25,1.0,0.5,0.525,1
E04288,PRJ-012,0.5,0.6,1.0,0.63,1
E04288,PRJ-017,0.0,0.6,1.0,0.38,1
E04288,PRJ-010,0.0,0.6,1.0,0.38,0
E04288,PRJ-007,0.0,0.6,1.0,0.38,0
E02421,PRJ-005,0.0,1.0,0.0,0.3,0
E02421,PRJ-009,0.0,1.0,0.0,0.3,0
E02421,PRJ-006,0.0,1.0,0.0,0.3,1
E02421,PRJ-001,0.25,1.0,0.0,0.425,0
E00523,PRJ-013,0.3333,1.0,0.0,0.4667,0
E00523,PRJ-012,0.0,1.0,0.0,0.3,1
E00523,PRJ-004,0.0,1.0,0.0,0.3,0
E00523,PRJ-006,0.0,1.0,0.0,0.3,0
E03615,PRJ-010,0.0,1.0,0.5,0.4,0
E03615,PRJ-005,0.0,1.0,0.5,0.4,0
E03615,PRJ-013,0.0,1.0,0.5,0.4,0
E03615,PRJ-002,0.25,1.0,0.5,0.525,0
E02761,PRJ-019,0.0,1.0,0.0,0.3,1
E02761,PRJ-012,0.0,1.0,0.0,0.3,1
E02761,PRJ-001,0.0,1.0,0.0,0.3,1
E02761,PRJ-004,0.25,1.0,0.0,0.425,1
E02121,PRJ-004,0.0,0.5,0.0,0.15,0
E02121,PRJ-002,0.0,0.5,0.0,0.15,0
E02121,PRJ-011,0.0,0.5,0.0,0.15,0
E02121,PRJ-007,0.0,0.5,0.0,0.15,0
E01486,PRJ-017,0.3333,1.0,0.5,0.5667,0
E01486,PRJ-003,0.0,1.0,0.5,0.4,0
E01486,PRJ-012,0.0,1.0,0.5,0.4,1
E01486,PRJ-014,0.0,1.0,0.5,0.4,0
E00725,PRJ-007,0.0,1.0,0.0,0.3,0
E00725,PRJ-014,0.0,1.0,0.0,0.3,0
E00725,PRJ-017,0.0,1.0,0.0,0.3,1
E00725,PRJ-005,0.0,1.0,0.0,0.3,0
E03027,PRJ-008,0.3333,0.9,0.0,0.4367,1
E03027,PRJ-018,0.0,0.9,0.0,0.27,1
E03027,PRJ-009,0.25,0.9,0.0,0.395,0
E03027,PRJ-020,0.0,0.9,0.0,0.27,0
E03689,PRJ-016,0.0,1.0,1.0,0.5,0
E03689,PRJ-008,0.3333,1.0,1.0,0.6667,1
E03689,PRJ-019,0.0,1.0,1.0,0.5,1
E03689,PRJ-001,0.25,1.0,1.0,0.625,1
E01986,PRJ-011,0.0,1.0,0.0,0.3,0
E01986,PRJ-004,0.0,1.0,0.0,0.3,0
E01986,PRJ-018,0.0,1.0,0.0,0.3,0
E01986,PRJ-014,0.6667,1.0,0.0,0.6333,1
E01286,PRJ-010,0.3333,1.0,1.0,0.6667,1
E01286,PRJ-001,0.25,1.0,1.0,0.625,1
E01286,PRJ-012,0.0,1.0,1.0,0.5,1
E01286,PRJ-016,0.0,1.0,1.0,0.5,1
E01409,PRJ-015,0.0,1.0,1.0,0.5,1
E01409,PRJ-019,0.0,1.0,1.0,0.5,0
E01409,PRJ-012,0.0,1.0,1.0,0.5,0
E01409,PRJ-010,0.0,1.0,1.0,0.5,0
E00626,PRJ-019,0.0,0.6,0.5,0.28,0
E00626,PRJ-009,0.0,0.6,0.5,0.28,0
E00626,PRJ-004,0.0,0.6,0.5,0.28,0
E00626,PRJ-016,0.0,0.6,0.5,0.28,0
E04342,PRJ-009,0.0,0.9,0.0,0.27,0
E04342,PRJ-008,0.3333,0.9,0.0,0.4367,1
E04342,PRJ-003,0.25,0.9,0.0,0.395,0
E04342,PRJ-005,0.0,0.9,0.0,0.27,0
E03904,PRJ-006,0.0,1.0,0.0,0.3,0
E03904,PRJ-004,0.0,1.0,0.0,0.3,1
E03904,PRJ-010,0.0,1.0,0.0,0.3,0
E03904,PRJ-011,0.3333,1.0,0.0,0.4667,1
E01291,PRJ-002,0.0,0.5,0.5,0.25,1
E01291,PRJ-020,0.0,0.5,0.5,0.25,0
E01291,PRJ-004,0.25,0.5,0.5,0.375,0
E01291,PRJ-013,0.0,0.5,0.5,0.25,1
E00917,PRJ-008,0.0,0.8,0.0,0.24,0
E00917,PRJ-006,0.5,0.8,0.0,0.49,0
E00917,PRJ-005,0.0,0.8,0.0,0.24,0
E00917,PRJ-015,0.0,0.8,0.0,0.24,1
E01484,PRJ-020,0.0,1.0,0.0,0.3,0
E01484,PRJ-017,0.0,1.0,0.0,0.3,1
E01484,PRJ-014,0.3333,1.0,0.0,0.4667,0
E01484,PRJ-005,0.0,1.0,0.0,0.3,0
E03864,PRJ-006,0.25,0.9,0.0,0.395,0
E03864,PRJ-013,0.0,0.9,0.0,0.27,1
E03864,PRJ-010,0.0,0.9,0.0,0.27,0
E03864,PRJ-001,0.0,0.9,0.0,0.27,0
E00488,PRJ-005,0.0,0.5,0.0,0.15,0
E00488,PRJ-013,0.0,0.5,0.0,0.15,0
E00488,PRJ-003,0.0,0.5,0.0,0.15,0
E00488,PRJ-002,0.0,0.5,0.0,0.15,1
E02227,PRJ-011,0.0,1.0,0.0,0.3,0
E02227,PRJ-017,0.0,1.0,0.0,0.3,1
E02227,PRJ-001,0.0,1.0,0.0,0.3,0
E02227,PRJ-007,0.25,1.0,0.0,0.425,0
E04802,PRJ-008,0.6667,1.0,0.0,0.6333,0
E04802,PRJ-019,0.0,1.0,0.0,0.3,1
E04802,PRJ-015,0.0,1.0,0.0,0.3,0
E04802,PRJ-013,0.0,1.0,0.0,0.3,0
E01970,PRJ-007,0.25,0.5,0.5,0.375,0
E01970,PRJ-017,0.0,0.5,0.5,0.25,0
E01970,PRJ-009,0.25,0.5,0.5,0.375,0
E01970,PRJ-016,0.0,0.5,0.5,0.25,0
E02813,PRJ-003,0.0,1.0,1.0,0.5,0
E02813,PRJ-015,0.25,1.0,1.0,0.625,1
E02813,PRJ-005,0.25,1.0,1.0,0.625,1
E02813,PRJ-017,0.0,1.0,1.0,0.5,0
E02031,PRJ-013,0.0,1.0,0.0,0.3,0
E02031,PRJ-018,0.25,1.0,0.0,0.425,0
E02031,PRJ-006,0.25,1.0,0.0,0.425,1
E02031,PRJ-007,0.0,1.0,0.0,0.3,1
E03252,PRJ-020,0.0,1.0,0.5,0.4,0
E03252,PRJ-007,0.0,1.0,0.5,0.4,1
E03252,PRJ-015,0.0,1.0,0.5,0.4,1
E03252,PRJ-010,0.0,1.0,0.5,0.4,0
E04871,PRJ-012,0.0,1.0,0.5,0.4,1
E04871,PRJ-006,0.0,1.0,0.5,0.4,0
E04871,PRJ-020,0.0,1.0,0.5,0.4,0
E04871,PRJ-011,0.3333,1.0,0.5,0.5667,1
E03547,PRJ-016,0.0,0.9,0.5,0.37,0
E03547,PRJ-002,0.0,0.9,0.5,0.37,1
E03547,PRJ-012,0.0,0.9,0.5,0.37,1
E03547,PRJ-004,0.0,0.9,0.5,0.37,0
E04742,PRJ-001,0.0,0.6,0.0,0.18,1
E04742,PRJ-019,0.0,0.6,0.0,0.18,0
E04742,PRJ-015,0.0,0.6,0.0,0.18,0
E04742,PRJ-004,0.0,0.6,0.0,0.18,0
E01070,PRJ-005,0.0,1.0,0.5,0.4,1
E01070,PRJ-019,0.0,1.0,0.5,0.4,1
E01070,PRJ-009,0.0,1.0,0.5,0.4,0
E01070,PRJ-018,0.5,1.0,0.5,0.65,1
E04359,PRJ-006,0.0,0.5,0.0,0.15,0
E04359,PRJ-013,0.3333,0.5,0.0,0.3167,0
E04359,PRJ-016,0.0,0.5,0.0,0.15,0
E04359,PRJ-020,0.0,0.5,0.0,0.15,0
E03268,PRJ-005,0.5,0.9,0.5,0.62,1
E03268,PRJ-019,0.0,0.9,0.5,0.37,0
E03268,PRJ-002,0.5,0.9,0.5,0.62,1
E03268,PRJ-007,0.5,0.9,0.5,0.62,1
E04035,PRJ-011,0.0,1.0,0.0,0.3,0
E04035,PRJ-008,0.6667,1.0,0.0,0.6333,1
E04035,PRJ-001,0.0,1.0,0.0,0.3,0
E04035,PRJ-019,0.0,1.0,0.0,0.3,0
E01221,PRJ-009,0.25,1.0,0.5,0.525,1
E01221,PRJ-012,0.0,1.0,0.5,0.4,0
E01221,PRJ-017,0.3333,1.0,0.5,0.5667,1
E01221,PRJ-005,0.0,1.0,0.5,0.4,0
E00276,PRJ-012,0.25,1.0,0.5,0.525,0
E00276,PRJ-010,1.0,1.0,0.5,0.9,1
