eeid,project_id,role
E02420,PRJ-013,Lead
E02420,PRJ-004,Contributor
E01639,PRJ-018,Contributor
E01639,PRJ-016,Reviewer
E01639,PRJ-003,Lead
E03947,PRJ-011,Contributor
E03947,PRJ-019,Reviewer
E03947,PRJ-010,Contributor
E04535,PRJ-003,Contributor
E04535,PRJ-007,Lead
E00380,PRJ-010,Contributor
E00380,PRJ-008,Reviewer
E00380,PRJ-011,Contributor
E01432,PRJ-003,Contributor
E02628,PRJ-020,Lead
E02628,PRJ-018,Reviewer
E02628,PRJ-011,Reviewer
E03578,PRJ-019,Reviewer
E03578,PRJ-010,Lead
E03578,PRJ-011,Reviewer
E03563,PRJ-009,Contributor
E02781,PRJ-006,Contributor
E02781,PRJ-008,Contributor
E02781,PRJ-017,Lead
E04132,PRJ-018,Reviewer
E00276,PRJ-003,Reviewer
E00276,PRJ-018,Contributor
E00276,PRJ-020,Contributor
E04277,PRJ-004,Contributor
E04277,PRJ-016,Reviewer
E04277,PRJ-008,Reviewer
E03890,PRJ-008,Contributor
E02881,PRJ-002,Contributor
E01019,PRJ-008,Lead
E01019,PRJ-017,Reviewer
E01019,PRJ-018,Contributor
E01519,PRJ-014,Reviewer
E01519,PRJ-018,Lead
E01519,PRJ-006,Lead
E03694,PRJ-013,Reviewer
E03694,PRJ-011,Reviewer
E01123,PRJ-011,Contributor
E04005,PRJ-011,Reviewer
E04005,PRJ-005,Lead
E04005,PRJ-016,Reviewer
E04018,PRJ-003,Lead
E04018,PRJ-008,Reviewer
E04018,PRJ-007,Reviewer
E01591,PRJ-001,Contributor
E01591,PRJ-020,Lead
E01591,PRJ-016,Reviewer
E04940,PRJ-008,Reviewer
E03870,PRJ-007,Reviewer
E03870,PRJ-020,Contributor
E03064,PRJ-008,Lead
E01883,PRJ-010,Contributor
E03984,PRJ-017,Contributor
E00446,PRJ-002,Reviewer
E02825,PRJ-007,Contributor
E04174,PRJ-018,Reviewer
E04174,PRJ-014,Lead
E04174,PRJ-003,Lead
E01899,PRJ-018,Lead
E01899,PRJ-013,Contributor
E02562,PRJ-008,Lead
E02562,PRJ-013,Reviewer
E02903,PRJ-016,Contributor
E02903,PRJ-003,Lead
E02884,PRJ-009,Lead
E04720,PRJ-012,Contributor
E04720,PRJ-005,Contributor
E01985,PRJ-014,Reviewer
E03273,PRJ-008,Reviewer
E03273,PRJ-005,Reviewer
E02415,PRJ-015,Contributor
E02877,PRJ-009,Lead
E02877,PRJ-011,Reviewer
E00091,PRJ-006,Lead
E00091,PRJ-019,Contributor
E00091,PRJ-011,Reviewer
E02563,PRJ-011,Lead
E04221,PRJ-011,Contributor
E04221,PRJ-003,Reviewer
E03170,PRJ-001,Contributor
E03170,PRJ-008,Reviewer
E01636,PRJ-013,Contributor
E01636,PRJ-014,Contributor
E01387,PRJ-009,Contributor
E02249,PRJ-011,Reviewer
E02987,PRJ-011,Lead
E03655,PRJ-010,Lead
E03655,PRJ-018,Lead
E03655,PRJ-013,Reviewer
E04048,PRJ-014,Reviewer
E03694,PRJ-003,Reviewer
E02920,PRJ-009,Reviewer
E02920,PRJ-010,Lead
E02920,PRJ-019,Contributor
E03220,PRJ-010,Lead
E03968,PRJ-013,Lead
E03968,PRJ-007,Contributor
E04299,PRJ-016,Reviewer
E04299,PRJ-012,Lead
E01638,PRJ-003,Contributor
E01638,PRJ-018,Contributor
E01638,PRJ-001,Reviewer
E01789,PRJ-008,Reviewer
E01789,PRJ-014,Reviewer
E01422,PRJ-013,Reviewer
E01422,PRJ-004,Lead
E00145,PRJ-010,Contributor
E04150,PRJ-008,Lead
E04150,PRJ-013,Contributor
E04247,PRJ-019,Lead
E02613,PRJ-013,Contributor
E02613,PRJ-004,Reviewer
E02613,PRJ-016,Lead
E03349,PRJ-008,Reviewer
E03349,PRJ-013,Contributor
E03981,PRJ-009,Lead
E03262,PRJ-008,Reviewer
E03262,PRJ-010,Contributor
E03262,PRJ-013,Lead
E04123,PRJ-007,Lead
E04123,PRJ-005,Contributor
E03471,PRJ-019,Reviewer
E03683,PRJ-013,Lead
E03683,PRJ-006,Lead
E03683,PRJ-019,Contributor
E00206,PRJ-019,Contributor
E04088,PRJ-003,Reviewer
E03227,PRJ-007,Reviewer
E03364,PRJ-007,Lead
E03364,PRJ-006,Reviewer
E03364,PRJ-001,Contributor
E00607,PRJ-009,Reviewer
E00607,PRJ-013,Contributor
E02258,PRJ-017,Reviewer
E02258,PRJ-007,Lead
E02258,PRJ-003,Contributor
E02298,PRJ-007,Lead
E02298,PRJ-012,Contributor
E02984,PRJ-014,Reviewer
E02984,PRJ-013,Contributor
E02440,PRJ-007,Lead
E02440,PRJ-018,Reviewer
E02440,PRJ-003,Reviewer
E04699,PRJ-012,Reviewer
E04699,PRJ-005,Contributor
E03579,PRJ-010,Lead
E01649,PRJ-009,Contributor
E01649,PRJ-007,Lead
E00170,PRJ-003,Lead
E00170,PRJ-013,Lead
E00955,PRJ-010,Reviewer
E00955,PRJ-012,Reviewer
E00810,PRJ-010,Lead
E00810,PRJ-013,Lead
E00810,PRJ-008,Contributor
E02798,PRJ-019,Lead
E02798,PRJ-007,Reviewer
E02798,PRJ-015,Reviewer
E04542,PRJ-013,Lead
E04542,PRJ-010,Contributor
E02818,PRJ-008,Lead
E02907,PRJ-012,Lead
E02907,PRJ-020,Lead
E02907,PRJ-016,Contributor
E00023,PRJ-001,Reviewer
E00023,PRJ-007,Contributor
E02391,PRJ-010,Contributor
E01429,PRJ-014,Lead
E00494,PRJ-003,Contributor
E00494,PRJ-014,Reviewer
E00494,PRJ-008,Reviewer
E00634,PRJ-001,Reviewer
E00634,PRJ-004,Lead
E00634,PRJ-012,Lead
E01249,PRJ-011,Lead
E01249,PRJ-018,Reviewer
E01249,PRJ-006,Contributor
E04683,PRJ-014,Reviewer
E04732,PRJ-019,Reviewer
E04732,PRJ-003,Contributor
E04732,PRJ-010,Reviewer
E03834,PRJ-019,Reviewer
E02923,PRJ-012,Lead
E02923,PRJ-017,Lead
E02923,PRJ-018,Reviewer
E02642,PRJ-019,Lead
E02642,PRJ-010,Lead
E03528,PRJ-019,Reviewer
E03528,PRJ-010,Lead
E03528,PRJ-007,Lead
E04415,PRJ-013,Contributor
E04926,PRJ-007,Contributor
E04926,PRJ-006,Lead
E04926,PRJ-001,Lead
E01268,PRJ-010,Reviewer
E01268,PRJ-018,Contributor
E01268,PRJ-019,Reviewer
E04853,PRJ-008,Contributor
E01209,PRJ-010,Contributor
E01209,PRJ-013,Reviewer
E02427,PRJ-018,Reviewer
E00276,PRJ-020,Contributor
E00951,PRJ-008,Contributor
E00951,PRJ-010,Reviewer
E04444,PRJ-014,Lead
E04444,PRJ-020,Reviewer
E04444,PRJ-003,Reviewer
E02307,PRJ-011,Contributor
E02375,PRJ-009,Contributor
E02276,PRJ-005,Reviewer
E02276,PRJ-007,Lead
E02276,PRJ-009,Lead
E01706,PRJ-007,Contributor
E01706,PRJ-002,Contributor
E02005,PRJ-013,Reviewer
E02005,PRJ-012,Reviewer
E02005,PRJ-016,Lead
E01895,PRJ-010,Reviewer
E01895,PRJ-018,Contributor
E01396,PRJ-017,Contributor
E01396,PRJ-011,Lead
E01941,PRJ-018,Contributor
E01413,PRJ-017,Contributor
E01413,PRJ-019,Contributor
E01413,PRJ-010,Lead
E03928,PRJ-018,Lead
E03928,PRJ-003,Contributor
E03928,PRJ-006,Contributor
E04109,PRJ-018,Lead
E04109,PRJ-003,Lead
E03994,PRJ-002,Reviewer
E04189,PRJ-007,Reviewer
E04189,PRJ-012,Reviewer
E04189,PRJ-008,Contributor
E02732,PRJ-013,Contributor
E02732,PRJ-015,Contributor
E02732,PRJ-009,Contributor
E00324,PRJ-011,Lead
E01286,PRJ-013,Lead
E02033,PRJ-011,Contributor
E00412,PRJ-014,Lead
E01844,PRJ-003,Reviewer
E00667,PRJ-001,Reviewer
E00667,PRJ-016,Lead
E02639,PRJ-004,Contributor
E02639,PRJ-018,Reviewer
E00287,PRJ-011,Contributor
E02235,PRJ-019,Contributor
E02235,PRJ-010,Contributor
E02720,PRJ-006,Reviewer
E02720,PRJ-008,Reviewer
E03583,PRJ-003,Lead
E03583,PRJ-008,Reviewer
E01188,PRJ-012,Reviewer
E01188,PRJ-019,Contributor
E02428,PRJ-015,Reviewer
E02428,PRJ-003,Reviewer
E03289,PRJ-008,Lead
E02024,PRJ-009,Reviewer
E04249,PRJ-011,Contributor
E04249,PRJ-017,Reviewer
E03830,PRJ-009,Reviewer
E03830,PRJ-017,Lead
E03830,PRJ-003,Contributor
E04363,PRJ-013,Lead
E04363,PRJ-010,Reviewer
E04363,PRJ-008,Contributor
E04920,PRJ-010,Contributor
E03866,PRJ-013,Lead
E03866,PRJ-010,Reviewer
E04095,PRJ-012,Lead
E04095,PRJ-011,Reviewer
E04079,PRJ-007,Contributor
E04079,PRJ-003,Reviewer
E04079,PRJ-018,Reviewer
E01508,PRJ-002,Contributor
E01508,PRJ-020,Contributor
E02259,PRJ-011,Lead
E02259,PRJ-016,Lead
E04972,PRJ-018,Reviewer
E04972,PRJ-016,Lead
E01834,PRJ-004,Lead
E01834,PRJ-014,Contributor
E01834,PRJ-016,Reviewer
E00342,PRJ-014,Contributor
E00342,PRJ-019,Lead
E03910,PRJ-020,Contributor
E03910,PRJ-010,Contributor
E00862,PRJ-018,Contributor
E00035,PRJ-003,Reviewer
E00035,PRJ-018,Reviewer
E00035,PRJ-007,Reviewer
E01832,PRJ-011,Contributor
E01832,PRJ-008,Contributor
E01832,PRJ-010,Lead
E01755,PRJ-011,Contributor
E01755,PRJ-009,Lead
E00465,PRJ-003,Reviewer
E02391,PRJ-019,Reviewer
E04697,PRJ-007,Contributor
E04697,PRJ-014,Contributor
E04369,PRJ-006,Reviewer
E00592,PRJ-018,Reviewer
E03532,PRJ-015,Contributor
E00863,PRJ-015,Contributor
E00863,PRJ-011,Reviewer
E03310,PRJ-012,Reviewer
E03310,PRJ-006,Contributor
E01242,PRJ-003,Reviewer
E02535,PRJ-008,Lead
E02535,PRJ-011,Lead
E02535,PRJ-012,Lead
E00369,PRJ-017,Contributor
E03278,PRJ-004,Contributor
E03278,PRJ-014,Reviewer
E03278,PRJ-007,Reviewer
E02492,PRJ-019,Reviewer
E02492,PRJ-008,Lead
E02492,PRJ-010,Lead
E01943,PRJ-016,Lead
E00717,PRJ-010,Contributor
E00717,PRJ-011,Contributor
E00717,PRJ-016,Reviewer
E03240,PRJ-007,Lead
E00340,PRJ-012,Lead
E00340,PRJ-019,Contributor
E04751,PRJ-009,Lead
E04751,PRJ-006,Contributor
E00568,PRJ-016,Reviewer
E00568,PRJ-012,Reviewer
E00568,PRJ-017,Contributor
E02938,PRJ-006,Lead
E02938,PRJ-008,Reviewer
E00555,PRJ-020,Lead
E00555,PRJ-003,Reviewer
E03149,PRJ-014,Reviewer
E03149,PRJ-013,Reviewer
E00952,PRJ-006,Contributor
E04380,PRJ-016,Contributor
E04380,PRJ-015,Lead
E04380,PRJ-005,Contributor
E04095,PRJ-005,Lead
E04095,PRJ-012,Contributor
E04994,PRJ-016,Reviewer
E04994,PRJ-004,Lead
E04994,PRJ-018,Contributor
E00447,PRJ-010,Lead
E00447,PRJ-013,Contributor
E00447,PRJ-008,Reviewer
E00089,PRJ-018,Lead
E02035,PRJ-003,Reviewer
E02035,PRJ-014,Reviewer
E03595,PRJ-020,Lead
E03595,PRJ-007,Contributor
E03595,PRJ-018,Lead
E03611,PRJ-012,Lead
E04464,PRJ-001,Contributor
E04464,PRJ-015,Contributor
E02135,PRJ-003,Lead
E01684,PRJ-009,Contributor
E02968,PRJ-011,Lead
E03362,PRJ-003,Reviewer
E01108,PRJ-010,Reviewer
E01108,PRJ-013,Lead
E01108,PRJ-008,Contributor
E03519,PRJ-007,Lead
E03519,PRJ-003,Reviewer
E01967,PRJ-008,Lead
E01125,PRJ-006,Lead
E00508,PRJ-008,Reviewer
E01582,PRJ-019,Reviewer
E01582,PRJ-006,Lead
E01582,PRJ-008,Contributor
E02563,PRJ-007,Reviewer
E02563,PRJ-019,Lead
E02563,PRJ-003,Contributor
E04872,PRJ-008,Contributor
E04872,PRJ-010,Contributor
E04872,PRJ-006,Reviewer
E03159,PRJ-019,Contributor
E01337,PRJ-004,Reviewer
E01337,PRJ-011,Contributor
E01337,PRJ-016,Lead
E00102,PRJ-018,Reviewer
E00102,PRJ-014,Reviewer
E00102,PRJ-019,Reviewer
E03637,PRJ-015,Reviewer
E03637,PRJ-010,Contributor
E03455,PRJ-014,Reviewer
E03455,PRJ-003,Contributor
E03354,PRJ-006,Reviewer
E01225,PRJ-008,Lead
E01225,PRJ-006,Contributor
E01264,PRJ-010,Reviewer
E02274,PRJ-018,Lead
E02274,PRJ-001,Lead
E00480,PRJ-010,Lead
E00480,PRJ-019,Lead
E00647,PRJ-010,Contributor
E00647,PRJ-019,Contributor
E02522,PRJ-001,Lead
E04035,PRJ-013,Lead
E04035,PRJ-016,Lead
E04035,PRJ-010,Lead
E00952,PRJ-020,Lead
E03863,PRJ-004,Contributor
E02710,PRJ-009,Lead
E02710,PRJ-020,Reviewer
E02710,PRJ-003,Contributor
E01895,PRJ-010,Lead
E01339,PRJ-017,Reviewer
E02938,PRJ-013,Reviewer
E02938,PRJ-008,Lead
E02153,PRJ-010,Contributor
E02153,PRJ-011,Lead
E00869,PRJ-018,Lead
E03457,PRJ-010,Reviewer
E03457,PRJ-006,Lead
E03457,PRJ-019,Reviewer
E02193,PRJ-010,Reviewer
E02193,PRJ-019,Reviewer
E00538,PRJ-012,Reviewer
E00717,PRJ-011,Reviewer
E00717,PRJ-016,Reviewer
E00225,PRJ-011,Lead
E00225,PRJ-007,Contributor
E02889,PRJ-013,Lead
E04978,PRJ-020,Reviewer
E04163,PRJ-014,Contributor
E00880,PRJ-002,Contributor
E01300,PRJ-019,Reviewer
E03102,PRJ-008,Contributor
E04089,PRJ-014,Reviewer
E04089,PRJ-003,Lead
E02059,PRJ-007,Reviewer
E02059,PRJ-012,Contributor
E03894,PRJ-010,Lead
E02202,PRJ-017,Contributor
E02696,PRJ-003,Contributor
E02696,PRJ-020,Contributor
E04562,PRJ-008,Lead
E04562,PRJ-010,Contributor
E04562,PRJ-019,Lead
E02554,PRJ-010,Reviewer
E02554,PRJ-017,Reviewer
E02554,PRJ-019,Lead
E03412,PRJ-010,Reviewer
E03412,PRJ-014,Reviewer
E03412,PRJ-019,Contributor
E04670,PRJ-014,Contributor
E03580,PRJ-012,Reviewer
E00446,PRJ-014,Lead
E00446,PRJ-002,Reviewer
E00446,PRJ-005,Reviewer
E01338,PRJ-011,Reviewer
E01611,PRJ-007,Lead
E01611,PRJ-003,Reviewer
E02684,PRJ-019,Reviewer
E02684,PRJ-011,Reviewer
E02684,PRJ-020,Lead
E02561,PRJ-019,Lead
E02561,PRJ-008,Lead
E03168,PRJ-018,Reviewer
E03168,PRJ-020,Contributor
E03168,PRJ-004,Reviewer
E00758,PRJ-007,Lead
E00758,PRJ-010,Contributor
E03691,PRJ-018,Lead
E01488,PRJ-011,Contributor
E01488,PRJ-008,Contributor
E01488,PRJ-017,Lead
E03278,PRJ-004,Reviewer
E03278,PRJ-020,Reviewer
E03278,PRJ-018,Reviewer
E00282,PRJ-011,Reviewer
E00559,PRJ-016,Lead
E00559,PRJ-001,Contributor
E00559,PRJ-012,Reviewer
E00956,PRJ-015,Reviewer
E00956,PRJ-012,Reviewer
E00956,PRJ-003,Contributor
E02627,PRJ-008,Contributor
E02627,PRJ-003,Contributor
E03778,PRJ-008,Contributor
E03778,PRJ-010,Lead
E02833,PRJ-007,Contributor
E02833,PRJ-003,Contributor
E02833,PRJ-014,Reviewer
E03902,PRJ-018,Reviewer
E03902,PRJ-014,Lead
E02661,PRJ-016,Reviewer
E02661,PRJ-006,Reviewer
E02661,PRJ-007,Contributor
E00836,PRJ-006,Reviewer
E00836,PRJ-008,Contributor
E00836,PRJ-017,Lead
E00287,PRJ-011,Contributor
E00287,PRJ-006,Reviewer
E00785,PRJ-011,Contributor
E00785,PRJ-013,Contributor
E00785,PRJ-010,Lead
E02703,PRJ-003,Lead
E02191,PRJ-008,Contributor
E00156,PRJ-016,Lead
E00156,PRJ-020,Lead
E00156,PRJ-005,Contributor
E03349,PRJ-013,Contributor
E00005,PRJ-008,Reviewer
E00005,PRJ-018,Contributor
E01578,PRJ-003,Lead
E01578,PRJ-018,Reviewer
E03058,PRJ-003,Lead
E03058,PRJ-018,Lead
E03058,PRJ-014,Reviewer
E04762,PRJ-006,Contributor
E01148,PRJ-003,Reviewer
E01148,PRJ-014,Lead
E01148,PRJ-018,Reviewer
E03094,PRJ-013,Reviewer
E01909,PRJ-011,Contributor
E04398,PRJ-017,Reviewer
E04398,PRJ-013,Reviewer
E02521,PRJ-011,Lead
E02521,PRJ-004,Lead
E02521,PRJ-010,Reviewer
